flow	key	kind	english	czech_current	czech_native
15 · Payments / Stripe	paymentsUi.connectPlatformStep1	string	Open Platform profile in Stripe	Otevřete Platform profile ve Stripe	
15 · Payments / Stripe	paymentsUi.connectPlatformStep2	string	Review / accept loss responsibilities for connected accounts	Zkontrolujte / přijměte odpovědnost za ztráty u připojených účtů	
15 · Payments / Stripe	paymentsUi.connectPlatformStep3	string	Return here and tap Continue with Stripe again	Vraťte se sem a znovu klepněte Pokračovat se Stripe	
15 · Payments / Stripe	paymentsUi.connectPlatformTitle	string	Stripe platform setup required (one-time)	Je potřeba jednorázové nastavení Stripe platformy	
15 · Payments / Stripe	paymentsUi.garageStripeRequired	string	Card checkout is temporarily unavailable. You can still browse and save items — try again shortly.	Platba kartou je dočasně nedostupná. Můžete prohlížet a ukládat věci — zkuste to brzy znovu.	
15 · Payments / Stripe	paymentsUi.privacy	string	Privacy Policy	Zásadami ochrany soukromí	
15 · Payments / Stripe	paymentsUi.refund	string	Refund Policy	Reklamačním řádem	
15 · Payments / Stripe	paymentsUi.secureCheckout	string	Secure card checkout enabled	Bezpečná platba kartou je zapnutá	
15 · Payments / Stripe	paymentsUi.signInRequired	string	Sign in or continue as guest with your email.	Přihlaste se, nebo pokračujte jako host s e-mailem.	
15 · Payments / Stripe	paymentsUi.stripeRequired	string	Card payments are temporarily unavailable. You can still send a request to the host.	Platby kartou jsou dočasně nedostupné. Žádost hostiteli můžete poslat i tak.	
15 · Payments / Stripe	paymentsUi.supabaseRequired	string	This app needs a live connection to start. Please try again shortly or contact support.	Aplikace potřebuje živé připojení. Zkuste to za chvíli nebo kontaktujte podporu.	
15 · Payments / Stripe	paymentsUi.terms	string	Terms	Podmínkami	
16 · Garage cart / checkout	garageCart.backAria	string	Back	Zpět	
16 · Garage cart / checkout	garageCart.backToGarage	string	Back to garage →	Zpět do garáže →	
16 · Garage cart / checkout	garageCart.buyNowHint	string	You pay the listed price. After payment, message the seller to arrange pickup — no offer negotiation on Buy now.	Platíte uvedenou cenu. Po platbě napište prodejci kvůli vyzvednutí — u Koupit hned se nevyjednává.	
16 · Garage cart / checkout	garageCart.cardPayment	string	Card payment	Platba kartou	
16 · Garage cart / checkout	garageCart.chooseHowToPay	string	Choose how to pay	Zvolte způsob platby	
16 · Garage cart / checkout	garageCart.continueGuest	string	Continue as guest	Pokračovat jako host	
16 · Garage cart / checkout	garageCart.emailLabel	string	Email for receipt	E-mail pro účtenku	
16 · Garage cart / checkout	garageCart.emailPlaceholder	string	you@example.com	vy@example.com	
16 · Garage cart / checkout	garageCart.emptyBody	string	Buy now items from an open garage shelf.	Koupit hned z otevřené police v garáži.	
16 · Garage cart / checkout	garageCart.emptyTitle	string	Cart is empty	Košík je prázdný	
16 · Garage cart / checkout	garageCart.garageFallback	string	Garage	Garáž	
16 · Garage cart / checkout	garageCart.guestHint	string	One-time purchase — no account required.	Jednorázový nákup — účet není potřeba.	
16 · Garage cart / checkout	garageCart.paidTitle	string	Paid	Zaplaceno	
16 · Garage cart / checkout	garageCart.payAmount()	fn	Pay {{1}}	Zaplatit {{1}}	
16 · Garage cart / checkout	garageCart.paymentComplete()	fn	Payment complete · {{1}}	Platba hotová · {{1}}	
16 · Garage cart / checkout	garageCart.paymentCompleteBody	string	Direct buy — no offers needed. Message the seller to pick a convenient pickup time.	Přímý nákup — bez nabídek. Napište prodejci a domluvte vyzvednutí.	
16 · Garage cart / checkout	garageCart.preparing	string	Preparing checkout…	Připravuji platbu…	
16 · Garage cart / checkout	garageCart.removeAria	string	Remove from cart	Odebrat z košíku	
16 · Garage cart / checkout	garageCart.sellerNotified	string	The seller was notified that you paid.	Prodejce byl upozorněn, že jste zaplatili.	
16 · Garage cart / checkout	garageCart.signInCta	string	Sign in / Create account	Přihlásit se / Vytvořit účet	
16 · Garage cart / checkout	garageCart.signInOrGuest	string	Sign in, or continue as guest with your email.	Přihlaste se, nebo pokračujte jako host s e-mailem.	
16 · Garage cart / checkout	garageCart.title	string	Cart	Košík	
16 · Garage cart / checkout	garageCart.total	string	Total	Celkem	
16 · Garage cart / checkout	garageCart.validEmail	string	Enter a valid email for your receipt.	Zadejte platný e-mail pro účtenku.	
16 · Open my garage (snap sale)	earnBusiness.activeListings()	fn	{{1}} active listings	{{1}} aktivních nabídek	
16 · Open my garage (snap sale)	earnBusiness.allTime	string	All time	Celkem	
16 · Open my garage (snap sale)	earnBusiness.backToBrowse	string	Back to browse	Zpět k procházení	
16 · Open my garage (snap sale)	earnBusiness.byListing	string	By listing	Podle nabídky	
16 · Open my garage (snap sale)	earnBusiness.colAllTime	string	All time	Celkem	
16 · Open my garage (snap sale)	earnBusiness.colItem	string	Item	Věc	
16 · Open my garage (snap sale)	earnBusiness.colMonth	string	Month	Měsíc	
16 · Open my garage (snap sale)	earnBusiness.earnedThisMonth	string	Earned this month	Vyděláno tento měsíc	
16 · Open my garage (snap sale)	earnBusiness.emptyBody	string	Publish from My Garage (or the + button) to track earnings here.	Publikujte z Moje garáž (nebo +) a sledujte výdělky tady.	
16 · Open my garage (snap sale)	earnBusiness.emptyTitle	string	No listings yet	Zatím žádné nabídky	
16 · Open my garage (snap sale)	earnBusiness.growingTitle	string	How you're growing	Jak rostete	
16 · Open my garage (snap sale)	earnBusiness.growthNew	string	New this month	Nové tento měsíc	
16 · Open my garage (snap sale)	earnBusiness.growthVsLast()	fn	{{1}}% vs last month	{{1}} % oproti minulému měsíci	
16 · Open my garage (snap sale)	earnBusiness.kpiActiveNow	string	Active earning now	Teď vydělává	
16 · Open my garage (snap sale)	earnBusiness.kpiLastMonth	string	Last month	Minulý měsíc	
16 · Open my garage (snap sale)	earnBusiness.kpiThisMonth	string	This month	Tento měsíc	
16 · Open my garage (snap sale)	earnBusiness.projectedByMonthEnd()	fn	Projected {{1}} by month end	Odhad {{1}} do konce měsíce	
16 · Open my garage (snap sale)	earnBusiness.sparklineHint	string	Last 7 days · completed payouts	Posledních 7 dní · dokončené výplaty	
16 · Open my garage (snap sale)	earnBusiness.tipExpandBody()	fn	List 1 more item to unlock ~${{1}}/mo based on your current per-listing pace.	Přidejte 1 další věc a odemkněte ~${{1}}/měs. podle vašeho tempa na nabídku.	
16 · Open my garage (snap sale)	earnBusiness.tipExpandTitle	string	Expand your catalog	Rozšiřte katalog	
16 · Open my garage (snap sale)	earnBusiness.tipFieldBody()	fn	${{1}} is tied up in undefined active rentals right now — fast responses protect those payouts.	${{1}} je vázáno v undefined aktivních výpůjčkách — rychlé odpovědi chrání výplaty.	
16 · Open my garage (snap sale)	earnBusiness.tipFieldTitle	string	Money out in the field	Peníze venku v terénu	
16 · Open my garage (snap sale)	earnBusiness.tipMomentumBody()	fn	You're up {{1}}% vs last month ($undefined → $undefined). Keep pricing aligned with your top earner.	Jste o {{1}} % výš než minulý měsíc ($undefined → $undefined). Držte ceny u nejlepší nabídky.	
16 · Open my garage (snap sale)	earnBusiness.tipMomentumTitle	string	Momentum is building	Tempo roste	
16 · Open my garage (snap sale)	earnBusiness.tipRecoverBody()	fn	You earned ${{1}} last month. Refresh photos and availability on listings that were active then.	Minulý měsíc jste vydělali ${{1}}. Obnovte fotky a dostupnost tehdy aktivních nabídek.	
16 · Open my garage (snap sale)	earnBusiness.tipRecoverTitle	string	Recover last month's pace	Vraťte tempo z minulého měsíce	
16 · Open my garage (snap sale)	earnBusiness.tipTargetBody()	fn	Aim for ${{1}}/mo by keeping 2+ items available on weekends.	Cíl ${{1}}/měs. — držte 2+ věci dostupné o víkendech.	
16 · Open my garage (snap sale)	earnBusiness.tipTargetTitle	string	Set a monthly target	Nastavte měsíční cíl	
16 · Open my garage (snap sale)	earnBusiness.trendAria()	fn	Trend {{1}}	Trend {{1}}	
16 · Yard & garage sales	garageSale.garageAuction.auctionWonBadge	string	Auction won	Aukce vyhrána	
16 · Yard & garage sales	garageSale.garageAuction.bidTerms	string	By bidding you agree: auction ends when the garage closes. The high bidder pays at checkout within 30 minutes. If they don't pay, the lot goes to the next-highest bidder.	Přihazováním souhlasíte: aukce končí se zavřením garáže. Nejvyšší nabídka platí checkout do 30 minut. Jinak lot přechází na dalšího.	
16 · Yard & garage sales	garageSale.garageAuction.checkoutTerms	string	Pay at checkout now. You have 30 minutes after the auction ends — if payment isn't completed, the lot automatically goes to the next-highest bidder.	Zaplaťte teď v checkoutu. Máte 30 minut od konce aukce — jinak lot automaticky přejde na dalšího přihazujícího.	
16 · Yard & garage sales	garageSale.garageAuction.countdownPayOrPass()	fn	{{1}} · Pay now or the lot goes to the next bidder	{{1}} · Zaplaťte teď, jinak lot přejde na dalšího	
16 · Yard & garage sales	garageSale.garageAuction.goBack	string	Go back	Zpět	
16 · Yard & garage sales	garageSale.garageAuction.minutesLeft()	fn	{{1}} min left	Zbývá {{1}} min	
16 · Yard & garage sales	garageSale.garageAuction.nextBidderBadge	string	Next bidder	Další přihazující	
16 · Yard & garage sales	garageSale.garageAuction.nothingToPayBody	string	This payment window expired or was already paid.	Toto platební okno vypršelo nebo už bylo zaplaceno.	
16 · Yard & garage sales	garageSale.garageAuction.nothingToPayTitle	string	Nothing to pay	Není co platit	
16 · Yard & garage sales	garageSale.garageAuction.payAmountNow()	fn	Pay {{1}} now	Zaplatit {{1}} teď	
16 · Yard & garage sales	garageSale.garageAuction.payWithinMinutes()	fn	Pay within {{1}} minutes	Zaplaťte do {{1}} minut	
16 · Yard & garage sales	garageSale.garageAuction.preparingPayment	string	Preparing payment…	Připravuji platbu…	
16 · Yard & garage sales	garageSale.garageAuction.runnerUpSubtitle	string	The previous winner didn't pay in time — pay your bid within 30 minutes.	Předchozí vítěz nezaplatil včas — zaplaťte svou nabídku do 30 minut.	
16 · Yard & garage sales	garageSale.garageAuction.runnerUpTitle	string	You're the next bidder	Jste další přihazující	
16 · Yard & garage sales	garageSale.garageAuction.shopBanner	string	Buy now at sticker price — or Offer when allowed. Paid → message seller for pickup.	Koupit hned za cenu na cedulce — nebo nabídnout, když je to povoleno. Po zaplacení napište prodejci kvůli vyzvednutí.	
16 · Yard & garage sales	garageSale.garageAuction.timeExpired	string	Time expired	Čas vypršel	
16 · Yard & garage sales	garageSale.garageAuction.totalDueNow	string	Total due now	Celkem k zaplacení	
16 · Yard & garage sales	garageSale.garageAuction.winBannerSuffix	string	now (30 min)	teď (30 min)	
16 · Yard & garage sales	garageSale.garageAuction.winnerPaysBid	string	You pay your bid. The seller covers the platform fee.	Platíte svou nabídku. Poplatek platformy hradí prodejce.	
16 · Yard & garage sales	garageSale.garageAuction.youWonTitle	string	You won!	Vyhráli jste!	
16 · Yard & garage sales	garageSale.garageOffers.accept	string	Accept	Přijmout	
16 · Yard & garage sales	garageSale.garageOffers.acceptCounter	string	Accept	Přijmout	
16 · Yard & garage sales	garageSale.garageOffers.askingLine()	fn	Asking {{1}}	Požadovaná cena {{1}}	
16 · Yard & garage sales	garageSale.garageOffers.auctionAuto	string	Auction — interested neighbors only	Aukce — jen zájemci	
16 · Yard & garage sales	garageSale.garageOffers.closeBidAria	string	Close bid sheet	Zavřít příhoz	
16 · Yard & garage sales	garageSale.garageOffers.confirmBid	string	Confirm bid	Potvrdit příhoz	
16 · Yard & garage sales	garageSale.garageOffers.counter	string	Counter	Přihodit	
16 · Yard & garage sales	garageSale.garageOffers.counterLabel	string	Your counter	Vaše proti nabídka	
16 · Yard & garage sales	garageSale.garageOffers.highBidBuyNow()	fn	High bid {{1}} · Buy now undefined	Nejvyšší příhoz {{1}} · Koupit hned undefined	
16 · Yard & garage sales	garageSale.garageOffers.hostWants	string	Host wants	Hostitel chce	
16 · Yard & garage sales	garageSale.garageOffers.inboxEmptyBody	string	When one neighbor makes an offer, it shows here. Two or more → auction instead.	Když jeden soused nabídne, uvidíte to tady. Dva a více → místo toho aukce.	
16 · Yard & garage sales	garageSale.garageOffers.inboxEmptyTitle	string	No offers yet	Zatím žádné nabídky	
16 · Yard & garage sales	garageSale.garageOffers.inboxFootnote	string	When two neighbors offer on the same item, offers close here and an auction starts between them automatically.	Když dva sousedé nabídnou na stejnou věc, nabídky se tady zavřou a automaticky začne aukce mezi nimi.	
16 · Yard & garage sales	garageSale.garageOffers.inboxSubtitle	string	One-on-one — accept, counter, or decline (push on every offer)	Jeden na jednoho — přijmout, přihodit nebo odmítnout (push u každé nabídky)	
16 · Yard & garage sales	garageSale.garageOffers.inboxTitle	string	Neighbor offers	Nabídky sousedů	
16 · Yard & garage sales	garageSale.garageOffers.interestedLabel	string	interested	má zájem	
16 · Yard & garage sales	garageSale.garageOffers.listingNotFound	string	Listing not found	Inzerát nenalezen	
16 · Yard & garage sales	garageSale.garageOffers.makeOffer	string	Offer	Nabídnout	
16 · Yard & garage sales	garageSale.garageOffers.minNextBid()	fn	Minimum next bid {{1}}	Minimální další příhoz {{1}}	
16 · Yard & garage sales	garageSale.garageOffers.myOfferTitle	string	Your offer	Vaše nabídka	
16 · Yard & garage sales	garageSale.garageOffers.newOfferLabel	string	Or offer more	Nebo nabídnout víc	
16 · Yard & garage sales	garageSale.garageOffers.offerFrom	string	Offer	Nabídka	
16 · Yard & garage sales	garageSale.garageOffers.oneOnOneBadge	string	1-on-1 offer	Nabídka 1:1	
16 · Yard & garage sales	garageSale.garageOffers.pendingHostBody	string	Host is reviewing your offer — we'll push you when they accept, counter, or pass.	Hostitel prohlíží vaši nabídku — pošleme push, až přijme, přihodí nebo odmítne.	
16 · Yard & garage sales	garageSale.garageOffers.placeBidTitle	string	Place bid	Přihodit	
16 · Yard & garage sales	garageSale.garageOffers.sendNewOffer	string	Send new offer	Odeslat novou nabídku	
16 · Yard & garage sales	garageSale.garageOffers.sheetEyebrow	string	Make an offer	Poslat nabídku	
16 · Yard & garage sales	garageSale.garageOffers.sheetHint	string	one-on-one with the host until two neighbors want it	jeden na jednoho s hostitelem, dokud nechtějí dva sousedé	
16 · Yard & garage sales	garageSale.garageOffers.sheetSubmit	string	Send offer	Odeslat nabídku	
16 · Yard & garage sales	garageSale.garageOffers.sheetTerms	string	The seller is notified on every offer. If another neighbor offers too, this becomes an auction — the host stops countering individually.	Prodejce je upozorněn na každou nabídku. Pokud nabídne i další soused, vznikne aukce — hostitel přestane přihazovat individuálně.	
16 · Yard & garage sales	garageSale.garageOffers.signInForOffer	string	Sign in so the seller gets your offer.	Přihlaste se, aby prodejce dostal vaši nabídku.	
16 · Yard & garage sales	garageSale.garageOffers.signInForOfferPrompt	string	Sign in so the seller gets your offer (push + inbox).	Přihlaste se, aby prodejce dostal vaši nabídku (push + inbox).	
16 · Yard & garage sales	garageSale.garageOffers.validAmount	string	Enter a valid amount	Zadejte platnou částku	
16 · Yard & garage sales	garageSale.garageOffers.validCounter	string	Enter a counter amount	Zadejte částku proti nabídky	
16 · Yard & garage sales	garageSale.garageOffers.waitingHost	string	Waiting — your offer	Čeká se — vaše nabídka	
16 · Yard & garage sales	garageSale.garageOffers.yourBidLabel	string	Your bid	Váš příhoz	
16 · Yard & garage sales	garageSale.garageOffers.yourOfferLabel	string	Your offer	Vaše nabídka	
16 · Yard & garage sales	garageSale.garageSaleRules.cta	string	Got it — snap my first item →	Rozumím — vyfotit první věc →	
16 · Yard & garage sales	garageSale.garageSaleRules.eyebrow	string	How selling works	Jak prodej funguje	
16 · Yard & garage sales	garageSale.garageSaleRules.step1Body	string	Sticker price. Neighbor taps Buy, pays, then messages you to set a pickup time — no offers or counters on that path.	Cena na cedulce. Soused klepne Koupit, zaplatí a napíše vám kvůli vyzvednutí — bez nabídek a přihazování.	
16 · Yard & garage sales	garageSale.garageSaleRules.step1Title	string	Buy now	Koupit hned	
16 · Yard & garage sales	garageSale.garageSaleRules.step2Body	string	They make an offer. You get a push every time — accept, counter your price, or pass until you agree.	Pošle nabídku. Dostanete push pokaždé — přijmout, přihodit svou cenu, nebo odmítnout, dokud se nedohodnete.	
16 · Yard & garage sales	garageSale.garageSaleRules.step2Title	string	One neighbor interested	Jeden soused má zájem	
16 · Yard & garage sales	garageSale.garageSaleRules.step3Body	string	You don't negotiate with each one. An auction runs between them before you close — highest bid wins.	Nesjednáváte s každým zvlášť. Před zavřením běží aukce mezi nimi — vyhrává nejvyšší nabídka.	
16 · Yard & garage sales	garageSale.garageSaleRules.step3Title	string	Several neighbors interested	Více sousedů má zájem	
16 · Yard & garage sales	garageSale.garageSaleRules.step4Body	string	Auction winner pays within 30 minutes or the lot goes to the next bidder. Then you arrange pickup.	Vítěz aukce platí do 30 minut, jinak lot přechází na dalšího. Pak domluvíte vyzvednutí.	
16 · Yard & garage sales	garageSale.garageSaleRules.step4Title	string	Winner pays fast	Vítěz platí rychle	
16 · Yard & garage sales	garageSale.garageSaleRules.subtitle	string	Four pictures — how neighbors buy from your garage shelf.	Čtyři obrázky — jak sousedé kupují z vaší police.	
16 · Yard & garage sales	garageSale.garageSaleRules.title	string	Rules in plain sight	Pravidla na očích	
16 · Yard & garage sales	garageSale.garageShare.afterSnapHint	string	Story, Nextdoor, WhatsApp — link opens your shelf, not the app home page.	Story, Nextdoor, WhatsApp — odkaz otevře vaši polici, ne domovskou stránku aplikace.	
16 · Yard & garage sales	garageSale.garageShare.afterSnapTitle	string	Spread the word	Rozhlašte to	
16 · Yard & garage sales	garageSale.garageShare.itemTitle	string	Share this item	Sdílet tuto věc	
16 · Yard & garage sales	garageSale.garageShare.openGarageTitle	string	Share open garage	Sdílet otevřenou garáž	
16 · Yard & garage sales	garageSale.garageShare.shopBannerHost	string	Tap Edit on any item — or share your shelf to pull buyers in.	Klepněte Upravit u věci — nebo sdílejte polici a přiveďte kupující.	
16 · Yard & garage sales	garageSale.garageShelfEdit.changePhoto	string	New photo	Nová fotka	
16 · Yard & garage sales	garageSale.garageShelfEdit.eyebrow	string	Your shelf	Vaše police	
16 · Yard & garage sales	garageSale.garageShelfEdit.modeOpen	string	Open to offers	Otevřeno nabídkám	
16 · Yard & garage sales	garageSale.garageShelfEdit.modeQuick	string	Quick sale	Rychlý prodej	
16 · Yard & garage sales	garageSale.garageShelfEdit.noStartingBidHint	string	No starting bid — neighbors offer their price, or an auction starts if several want it.	Bez vyvolávací ceny — sousedé nabídnou svou, nebo začne aukce, když jich chce víc.	
16 · Yard & garage sales	garageSale.garageShelfEdit.noteLabel	string	Note	Poznámka	
16 · Yard & garage sales	garageSale.garageShelfEdit.photoLoadFailed	string	Could not load photo	Fotku se nepodařilo načíst	
16 · Yard & garage sales	garageSale.garageShelfEdit.priceLabel	string	Asking price	Požadovaná cena	
16 · Yard & garage sales	garageSale.garageShelfEdit.remove	string	Remove from shelf	Odebrat z police	
16 · Yard & garage sales	garageSale.garageShelfEdit.removeConfirm	string	Remove this item from your garage shelf?	Odebrat tuto věc z police v garáži?	
16 · Yard & garage sales	garageSale.garageShelfEdit.removeConfirmActive	string	Active offers or bids will be cleared. Remove from shelf?	Aktivní nabídky nebo příhozy se smažou. Odebrat z police?	
16 · Yard & garage sales	garageSale.garageShelfEdit.save	string	Save changes	Uložit změny	
16 · Yard & garage sales	garageSale.garageShelfEdit.tagLabel	string	Tag	Značka	
16 · Yard & garage sales	garageSale.garageShelfEdit.title	string	Edit sale item	Upravit výprodejovou věc	
16 · Yard & garage sales	garageSale.garageShelfEdit.validPrice	string	Enter a valid price	Zadejte platnou cenu	
16 · Yard & garage sales	garageSale.garageShop.addedToCart	string	Added to cart — checkout next	Přidáno do košíku — pokračujte k platbě	
16 · Yard & garage sales	garageSale.garageShop.alreadyInCart	string	Already in your cart	Už je v košíku	
16 · Yard & garage sales	garageSale.garageShop.backToYardSales	string	Back to yard sales	Zpět na výprodeje	
16 · Yard & garage sales	garageSale.garageShop.badgeBid	string	Bid	Příhoz	
16 · Yard & garage sales	garageSale.garageShop.badgeLeading	string	Leading	Vedete	
16 · Yard & garage sales	garageSale.garageShop.badgeOffer	string	Offer	Nabídka	
16 · Yard & garage sales	garageSale.garageShop.badgeSoon	string	Soon	Brzy	
16 · Yard & garage sales	garageSale.garageShop.bidCta	string	Bid	Přihodit	
16 · Yard & garage sales	garageSale.garageShop.bidPlacedBody	string	We'll notify you if you're outbid or when the auction ends.	Upozorníme vás, pokud vás někdo předhodí nebo když aukce skončí.	
16 · Yard & garage sales	garageSale.garageShop.bidPlacedTitle	string	Bid placed	Příhoz zadán	
16 · Yard & garage sales	garageSale.garageShop.bidPlacedToast	string	Bid placed — good luck!	Příhoz zadán — hodně štěstí!	
16 · Yard & garage sales	garageSale.garageShop.buyCta	string	Buy	Koupit	
16 · Yard & garage sales	garageSale.garageShop.buyNowPaused	string	Buy now paused — auction among interested neighbors	Koupit hned pozastaveno — aukce mezi zájemci	
16 · Yard & garage sales	garageSale.garageShop.cartAria()	fn	Cart, {{1}} items	Košík, {{1}} položek	
16 · Yard & garage sales	garageSale.garageShop.cartLabel	string	Cart	Košík	
16 · Yard & garage sales	garageSale.garageShop.cartOneGarage	string	Cart is for one garage at a time — checkout or clear first.	Košík je jen pro jednu garáž najednou — nejdřív zaplaťte nebo vyprázdněte.	
16 · Yard & garage sales	garageSale.garageShop.dealPendingPayment	string	Deal pending payment — another neighbor’s offer was accepted	Čeká se na platbu — nabídka jiného souseda byla přijata	
16 · Yard & garage sales	garageSale.garageShop.editCta	string	Edit	Upravit	
16 · Yard & garage sales	garageSale.garageShop.editShelfAria	string	Edit shelf item	Upravit věc na polici	
16 · Yard & garage sales	garageSale.garageShop.emptyNeighborBody	string	No sale items listed right now.	Teď tu nejsou žádné věci na prodej.	
16 · Yard & garage sales	garageSale.garageShop.emptyOwnBody	string	Snap sale items from Open my garage — one photo and a price each.	Vyfoťte výprodejové věci z Otevřít moji garáž — jedna fotka a cena.	
16 · Yard & garage sales	garageSale.garageShop.emptyTitle	string	Shelf is empty	Police je prázdná	
16 · Yard & garage sales	garageSale.garageShop.itemUnavailable	string	This item is no longer available	Tato věc už není k dispozici	
16 · Yard & garage sales	garageSale.garageShop.loadingShelf	string	Loading shelf…	Načítám polici…	
16 · Yard & garage sales	garageSale.garageShop.modeRent	string	Rent	Půjčka	
16 · Yard & garage sales	garageSale.garageShop.modeSell	string	Sale	Prodej	
16 · Yard & garage sales	garageSale.garageShop.myActiveGarage	string	My active garage	Moje aktivní garáž	
16 · Yard & garage sales	garageSale.garageShop.neighborViewBanner	string	Neighbor view — photo, price, buy now or bid.	Pohled souseda — fotka, cena, koupit hned nebo přihodit.	
16 · Yard & garage sales	garageSale.garageShop.nextBidderPrefix	string	Next bidder —	Další přihazující —	
16 · Yard & garage sales	garageSale.garageShop.offersAria()	fn	Offers, {{1}} pending	Nabídky, {{1}} čeká	
16 · Yard & garage sales	garageSale.garageShop.offerSentToast	string	Offer sent — seller notified	Nabídka odeslána — prodejce upozorněn	
16 · Yard & garage sales	garageSale.garageShop.openBadge	string	Open	Otevřeno	
16 · Yard & garage sales	garageSale.garageShop.removedFromShelf	string	Removed from shelf	Odebráno z police	
16 · Yard & garage sales	garageSale.garageShop.saleItemFallback	string	Sale item	Výprodejová věc	
16 · Yard & garage sales	garageSale.garageShop.shareCta	string	Share	Sdílet	
16 · Yard & garage sales	garageSale.garageShop.shareGarageAria	string	Share open garage	Sdílet otevřenou garáž	
16 · Yard & garage sales	garageSale.garageShop.shelfUpdated	string	Shelf updated	Police aktualizována	
16 · Yard & garage sales	garageSale.garageShop.snapOntoShelf	string	Snap onto shelf →	Vyfotit na polici →	
16 · Yard & garage sales	garageSale.garageShop.soldBadge	string	Sold	Prodáno	
16 · Yard & garage sales	garageSale.garageShop.statusAvailable	string	Available	Dostupné	
16 · Yard & garage sales	garageSale.garageShop.statusPaused	string	Paused	Pozastaveno	
16 · Yard & garage sales	garageSale.garageShop.statusPendingPayment	string	Pending payment	Čeká na platbu	
16 · Yard & garage sales	garageSale.garageShop.statusRented	string	Rented	Půjčeno	
16 · Yard & garage sales	garageSale.garageShop.statusReserved	string	Reserved	Rezervováno	
16 · Yard & garage sales	garageSale.garageShop.winPayLine()	fn	{{1}} pay $undefined undefined	{{1}} zaplaťte $undefined undefined	
16 · Yard & garage sales	garageSale.garageShop.yourOfferLine()	fn	Your offer · {{1}}	Vaše nabídka · {{1}}	
16 · Yard & garage sales	garageSale.garageShop.youWonPrefix	string	You won —	Vyhráli jste —	
16 · Yard & garage sales	garageSale.garageWorkflow.cta	string	Next — how selling works →	Další — jak prodej funguje →	
16 · Yard & garage sales	garageSale.garageWorkflow.eyebrow	string	Your household garage	Vaše domácí garáž	
16 · Yard & garage sales	garageSale.garageWorkflow.skip	string	Skip intro	Přeskočit úvod	
16 · Yard & garage sales	garageSale.garageWorkflow.step1Body	string	Pick day(s) and times so neighbors know when to stop by.	Vyberte den(y) a časy, ať sousedé vědí, kdy zastavit.	
16 · Yard & garage sales	garageSale.garageWorkflow.step1Title	string	Set open hours	Nastavit otevřené hodiny	
16 · Yard & garage sales	garageSale.garageWorkflow.step2Body	string	One photo, optional tag, asking price — quick sale or open to offers.	Jedna fotka, volitelná značka, cena — rychlý prodej nebo otevřeno nabídkám.	
16 · Yard & garage sales	garageSale.garageWorkflow.step2Title	string	Snap onto the shelf	Vyfotit na polici	
16 · Yard & garage sales	garageSale.garageWorkflow.step3Body	string	Next screen shows pictures — buy now, one-on-one offers, group auction, fast payment.	Další obrazovka ukáže obrázky — koupit hned, nabídky 1:1, skupinová aukce, rychlá platba.	
16 · Yard & garage sales	garageSale.garageWorkflow.step3Title	string	See the rules	Podívat se na pravidla	
16 · Yard & garage sales	garageSale.garageWorkflow.subtitle	string	Three steps — not the normal listing form. This is your sale shelf on the block.	Tři kroky — ne běžný formulář nabídky. Tohle je vaše výprodejová police na bloku.	
16 · Yard & garage sales	garageSale.garageWorkflow.title	string	How an open garage works	Jak funguje otevřená garáž	
16 · Yard & garage sales	garageSale.openGarageSale.addItemsCta	string	Snap onto shelf →	Vyfotit na polici →	
16 · Yard & garage sales	garageSale.openGarageSale.dayLabels[0]	string	Sun	Ne	
16 · Yard & garage sales	garageSale.openGarageSale.dayLabels[1]	string	Mon	Po	
16 · Yard & garage sales	garageSale.openGarageSale.dayLabels[2]	string	Tue	Út	
16 · Yard & garage sales	garageSale.openGarageSale.dayLabels[3]	string	Wed	St	
16 · Yard & garage sales	garageSale.openGarageSale.dayLabels[4]	string	Thu	Čt	
16 · Yard & garage sales	garageSale.openGarageSale.dayLabels[5]	string	Fri	Pá	
16 · Yard & garage sales	garageSale.openGarageSale.dayLabels[6]	string	Sat	So	
16 · Yard & garage sales	garageSale.openGarageSale.dayNames[0]	string	Sunday	Neděle	
16 · Yard & garage sales	garageSale.openGarageSale.dayNames[1]	string	Monday	Pondělí	
16 · Yard & garage sales	garageSale.openGarageSale.dayNames[2]	string	Tuesday	Úterý	
16 · Yard & garage sales	garageSale.openGarageSale.dayNames[3]	string	Wednesday	Středa	
16 · Yard & garage sales	garageSale.openGarageSale.dayNames[4]	string	Thursday	Čtvrtek	
16 · Yard & garage sales	garageSale.openGarageSale.dayNames[5]	string	Friday	Pátek	
16 · Yard & garage sales	garageSale.openGarageSale.dayNames[6]	string	Saturday	Sobota	
16 · Yard & garage sales	garageSale.openGarageSale.daysLabel	string	Day of week	Den v týdnu	
16 · Yard & garage sales	garageSale.openGarageSale.hoursHint	string	Pick your day(s) and hours — auction items bid until you close. Followers get a heads-up when you're open.	Vyberte den(y) a hodiny — aukční položky se licitují do zavření. Sledující dostanou upozornění, když otevřete.	
16 · Yard & garage sales	garageSale.openGarageSale.hoursNotSet	string	Hours not set	Hodiny nejsou nastavené	
16 · Yard & garage sales	garageSale.openGarageSale.hoursTitle	string	When are you open?	Kdy máte otevřeno?	
16 · Yard & garage sales	garageSale.openGarageSale.mascotHint	string	can help price odd items once they're on the shelf.	pomůže ocenit zvláštní věci, až budou na polici.	
